,ID,Timestamp,Date,Time,Hour,Incident,Borough,Station
3749,047747-18042017,2017-04-18 05:51:03+00:00,2017-04-18,05:51:03,5,Firefighting,BARNET,Hendon
3750,014371-03022017,2017-02-03 16:37:44+00:00,2017-02-03,16:37:44,16,Firefighting,BARNET,Mill Hill
3751,020640-18022017,2017-02-18 18:07:07+00:00,2017-02-18,18:07:07,18,Firefighting,BARNET,Mill Hill
3752,039638-02042017,2017-04-02 16:25:09+00:00,2017-04-02,16:25:09,16,Firefighting,BARNET,Mill Hill
3753,001782-04012017,2017-01-04 21:13:11+00:00,2017-01-04,21:13:11,21,Firefighting,BARNET,Hendon
3754,030878-14032017,2017-03-14 12:45:38+00:00,2017-03-14,12:45:38,12,Firefighting,BARNET,Hendon
3755,045921-14042017,2017-04-14 08:17:26+00:00,2017-04-14,08:17:26,8,Firefighting,BARNET,Hendon
3756,045938-14042017,2017-04-14 09:19:05+00:00,2017-04-14,09:19:05,9,Firefighting,BARNET,Hendon
3757,047669-17042017,2017-04-17 23:04:02+00:00,2017-04-17,23:04:02,23,Firefighting,BARNET,Hendon
3758,019573-16022017,2017-02-16 08:32:53+00:00,2017-02-16,08:32:53,8,Firefighting,BARNET,Barnet
3759,030745-14032017,2017-03-14 03:08:08+00:00,2017-03-14,03:08:08,3,Firefighting,BARNET,Barnet
3760,039096-01042017,2017-04-01 14:40:34+00:00,2017-04-01,14:40:34,14,Firefighting,BARNET,Barnet
3761,039448-02042017,2017-04-02 05:07:28+00:00,2017-04-02,05:07:28,5,Firefighting,BARNET,Barnet
3762,019373-15022017,2017-02-15 17:04:44+00:00,2017-02-15,17:04:44,17,Firefighting,BARNET,Mill Hill
3763,033185-19032017,2017-03-19 15:37:50+00:00,2017-03-19,15:37:50,15,Firefighting,BARNET,Mill Hill
3764,049356-20042017,2017-04-20 23:24:33+00:00,2017-04-20,23:24:33,23,Firefighting,BARNET,Mill Hill
3765,036635-27032017,2017-03-27 14:38:51+00:00,2017-03-27,14:38:51,14,Firefighting,BARNET,Barnet
3766,036644-27032017,2017-03-27 14:57:13+00:00,2017-03-27,14:57:13,14,Firefighting,BARNET,Barnet
3767,051594-25042017,2017-04-25 15:06:33+00:00,2017-04-25,15:06:33,15,Firefighting,BARNET,Finchley
3768,052147-26042017,2017-04-26 16:59:48+00:00,2017-04-26,16:59:48,16,Firefighting,BARNET,Barnet
3769,053428-29042017,2017-04-29 12:13:15+00:00,2017-04-29,12:13:15,12,Firefighting,BARNET,Barnet
3770,020758-18022017,2017-02-18 22:21:24+00:00,2017-02-18,22:21:24,22,Firefighting,BARNET,Barnet
3771,022975-23022017,2017-02-23 18:33:40+00:00,2017-02-23,18:33:40,18,Firefighting,BARNET,Barnet
3772,033286-19032017,2017-03-19 18:13:39+00:00,2017-03-19,18:13:39,18,Firefighting,BARNET,Barnet
3773,041211-05042017,2017-04-05 21:42:16+00:00,2017-04-05,21:42:16,21,Firefighting,BARNET,Barnet
3774,042489-08042017,2017-04-08 12:08:07+00:00,2017-04-08,12:08:07,12,Firefighting,BARNET,Barnet
3775,042490-08042017,2017-04-08 12:08:10+00:00,2017-04-08,12:08:10,12,Firefighting,BARNET,Barnet
3776,050783-23042017,2017-04-23 20:28:46+00:00,2017-04-23,20:28:46,20,Firefighting,BARNET,Barnet
3777,052229-26042017,2017-04-26 19:34:31+00:00,2017-04-26,19:34:31,19,Firefighting,BARNET,Barnet
3778,035665-25032017,2017-03-25 11:50:06+00:00,2017-03-25,11:50:06,11,Firefighting,BARNET,Finchley
3779,054031-30042017,2017-04-30 13:54:12+00:00,2017-04-30,13:54:12,13,Firefighting,BARNET,Finchley
3780,022051-22022017,2017-02-22 14:04:14+00:00,2017-02-22,14:04:14,14,Firefighting,BARNET,Hendon
3781,026324-03032017,2017-03-03 15:28:02+00:00,2017-03-03,15:28:02,15,Firefighting,BARNET,Hendon
3782,032093-17032017,2017-03-17 10:10:59+00:00,2017-03-17,10:10:59,10,Firefighting,BARNET,Hendon
3783,033644-20032017,2017-03-20 15:20:30+00:00,2017-03-20,15:20:30,15,Firefighting,BARNET,Hendon
3784,035846-25032017,2017-03-25 17:24:16+00:00,2017-03-25,17:24:16,17,Firefighting,BARNET,Hendon
3785,050706-23042017,2017-04-23 18:03:49+00:00,2017-04-23,18:03:49,18,Firefighting,BARNET,Hendon
3786,051559-25042017,2017-04-25 14:31:39+00:00,2017-04-25,14:31:39,14,Firefighting,BARNET,Hendon
3787,000874-02012017,2017-01-02 18:53:54+00:00,2017-01-02,18:53:54,18,Firefighting,BARNET,Finchley
3788,017068-10022017,2017-02-10 08:56:59+00:00,2017-02-10,08:56:59,8,Firefighting,BARNET,Finchley
3789,025419-01032017,2017-03-01 14:53:31+00:00,2017-03-01,14:53:31,14,Firefighting,BARNET,Finchley
3790,026978-04032017,2017-03-04 23:34:08+00:00,2017-03-04,23:34:08,23,Firefighting,BARNET,Finchley
3791,046459-15042017,2017-04-15 12:44:05+00:00,2017-04-15,12:44:05,12,Firefighting,BARNET,Finchley
3792,048576-19042017,2017-04-19 17:21:45+00:00,2017-04-19,17:21:45,17,Firefighting,BARNET,Finchley
3793,052277-26042017,2017-04-26 20:53:01+00:00,2017-04-26,20:53:01,20,Firefighting,BARNET,Finchley
3794,035512-24032017,2017-03-24 22:51:37+00:00,2017-03-24,22:51:37,22,Firefighting,BEXLEY,Bexley
3795,044100-10042017,2017-04-10 19:12:32+00:00,2017-04-10,19:12:32,19,Firefighting,BEXLEY,Bexley
3796,047533-17042017,2017-04-17 18:04:28+00:00,2017-04-17,18:04:28,18,Firefighting,BEXLEY,Bexley
3797,047557-17042017,2017-04-17 18:54:20+00:00,2017-04-17,18:54:20,18,Firefighting,BEXLEY,Bexley
3798,048697-19042017,2017-04-19 20:07:08+00:00,2017-04-19,20:07:08,20,Firefighting,BEXLEY,Bexley
3799,000317-01012017,2017-01-01 15:14:57+00:00,2017-01-01,15:14:57,15,Firefighting,BEXLEY,Erith
3800,038194-30032017,2017-03-30 18:50:11+00:00,2017-03-30,18:50:11,18,Firefighting,BEXLEY,Erith
3801,047205-16042017,2017-04-16 22:19:01+00:00,2017-04-16,22:19:01,22,Firefighting,BEXLEY,Erith
3802,048842-19042017,2017-04-19 23:12:13+00:00,2017-04-19,23:12:13,23,Firefighting,BEXLEY,Erith
3803,028110-07032017,2017-03-07 21:47:33+00:00,2017-03-07,21:47:33,21,Firefighting,BEXLEY,Eltham
3804,035552-25032017,2017-03-25 03:08:31+00:00,2017-03-25,03:08:31,3,Firefighting,BEXLEY,Sidcup
3805,036885-27032017,2017-03-27 22:11:27+00:00,2017-03-27,22:11:27,22,Firefighting,BEXLEY,Eltham
3806,050784-23042017,2017-04-23 20:29:02+00:00,2017-04-23,20:29:02,20,Firefighting,BEXLEY,Eltham
3807,010652-25012017,2017-01-25 15:40:29+00:00,2017-01-25,15:40:29,15,Firefighting,BEXLEY,Bexley
3808,013616-01022017,2017-02-01 17:13:58+00:00,2017-02-01,17:13:58,17,Firefighting,BEXLEY,Bexley
3809,044499-11042017,2017-04-11 16:03:13+00:00,2017-04-11,16:03:13,16,Firefighting,BEXLEY,Bexley
3810,008274-20012017,2017-01-20 14:25:33+00:00,2017-01-20,14:25:33,14,Firefighting,BEXLEY,Bexley
3811,016068-07022017,2017-02-07 19:54:12+00:00,2017-02-07,19:54:12,19,Firefighting,BEXLEY,Bexley
3812,019505-16022017,2017-02-16 01:36:17+00:00,2017-02-16,01:36:17,1,Firefighting,BEXLEY,Bexley
3813,020271-17022017,2017-02-17 19:38:41+00:00,2017-02-17,19:38:41,19,Firefighting,BEXLEY,Bexley
3814,031123-14032017,2017-03-14 22:47:24+00:00,2017-03-14,22:47:24,22,Firefighting,BEXLEY,Bexley
3815,047489-17042017,2017-04-17 16:51:37+00:00,2017-04-17,16:51:37,16,Firefighting,BEXLEY,Bexley
3816,047628-17042017,2017-04-17 21:29:25+00:00,2017-04-17,21:29:25,21,Firefighting,BEXLEY,Bexley
3817,044469-11042017,2017-04-11 14:59:29+00:00,2017-04-11,14:59:29,14,Firefighting,BEXLEY,Bexley
3818,047510-17042017,2017-04-17 17:16:31+00:00,2017-04-17,17:16:31,17,Firefighting,BEXLEY,Bexley
3819,050218-22042017,2017-04-22 19:29:19+00:00,2017-04-22,19:29:19,19,Firefighting,BEXLEY,Erith
3820,052079-26042017,2017-04-26 15:09:58+00:00,2017-04-26,15:09:58,15,Firefighting,BEXLEY,Bexley
3821,024740-27022017,2017-02-27 16:29:54+00:00,2017-02-27,16:29:54,16,Firefighting,BEXLEY,Bexley
3822,041630-06042017,2017-04-06 20:03:06+00:00,2017-04-06,20:03:06,20,Firefighting,BEXLEY,Bexley
3823,018519-13022017,2017-02-13 14:13:14+00:00,2017-02-13,14:13:14,14,Firefighting,BEXLEY,Sidcup
3824,022044-22022017,2017-02-22 13:24:48+00:00,2017-02-22,13:24:48,13,Firefighting,BEXLEY,Sidcup
3825,023767-25022017,2017-02-25 14:36:24+00:00,2017-02-25,14:36:24,14,Firefighting,BEXLEY,Sidcup
3826,023835-25022017,2017-02-25 16:32:14+00:00,2017-02-25,16:32:14,16,Firefighting,BEXLEY,Sidcup
3827,023910-25022017,2017-02-25 19:33:44+00:00,2017-02-25,19:33:44,19,Firefighting,BEXLEY,Sidcup
3828,032103-17032017,2017-03-17 10:50:25+00:00,2017-03-17,10:50:25,10,Firefighting,BEXLEY,Sidcup
3829,032190-17032017,2017-03-17 13:47:54+00:00,2017-03-17,13:47:54,13,Firefighting,BEXLEY,Sidcup
3830,038229-30032017,2017-03-30 20:07:27+00:00,2017-03-30,20:07:27,20,Firefighting,BEXLEY,Sidcup
3831,040149-03042017,2017-04-03 16:39:28+00:00,2017-04-03,16:39:28,16,Firefighting,BEXLEY,Sidcup
3832,041104-05042017,2017-04-05 17:32:51+00:00,2017-04-05,17:32:51,17,Firefighting,BEXLEY,Sidcup
3833,042211-07042017,2017-04-07 21:41:38+00:00,2017-04-07,21:41:38,21,Firefighting,BEXLEY,Sidcup
3834,043050-09042017,2017-04-09 11:08:52+00:00,2017-04-09,11:08:52,11,Firefighting,BEXLEY,Sidcup
3835,046087-14042017,2017-04-14 15:15:48+00:00,2017-04-14,15:15:48,15,Firefighting,BEXLEY,Sidcup
3836,048140-18042017,2017-04-18 20:39:15+00:00,2017-04-18,20:39:15,20,Firefighting,BEXLEY,Sidcup
3837,054190-30042017,2017-04-30 19:14:50+00:00,2017-04-30,19:14:50,19,Firefighting,BEXLEY,Sidcup
3838,030454-13032017,2017-03-13 12:55:58+00:00,2017-03-13,12:55:58,12,Firefighting,BEXLEY,Plumstead
3839,033340-19032017,2017-03-19 20:19:25+00:00,2017-03-19,20:19:25,20,Firefighting,BEXLEY,Bexley
3840,045551-13042017,2017-04-13 14:21:56+00:00,2017-04-13,14:21:56,14,Firefighting,BEXLEY,Bexley
3841,010306-24012017,2017-01-24 19:04:03+00:00,2017-01-24,19:04:03,19,Firefighting,BEXLEY,Eltham
3842,029828-12032017,2017-03-12 00:47:06+00:00,2017-03-12,00:47:06,0,Firefighting,BEXLEY,Plumstead
3843,032485-18032017,2017-03-18 00:15:26+00:00,2017-03-18,00:15:26,0,Firefighting,BEXLEY,Plumstead
3844,054107-30042017,2017-04-30 16:31:00+00:00,2017-04-30,16:31:00,16,Firefighting,BEXLEY,Eltham
3845,021539-20022017,2017-02-20 23:28:34+00:00,2017-02-20,23:28:34,23,Firefighting,BEXLEY,Erith
3846,028132-07032017,2017-03-07 23:36:46+00:00,2017-03-07,23:36:46,23,Firefighting,BEXLEY,Erith
3847,038064-30032017,2017-03-30 15:28:05+00:00,2017-03-30,15:28:05,15,Firefighting,BEXLEY,Erith
3848,040022-03042017,2017-04-03 11:57:06+00:00,2017-04-03,11:57:06,11,Firefighting,BEXLEY,Erith
3849,040205-03042017,2017-04-03 18:24:32+00:00,2017-04-03,18:24:32,18,Firefighting,BEXLEY,Erith
3850,043268-09042017,2017-04-09 16:04:01+00:00,2017-04-09,16:04:01,16,Firefighting,BEXLEY,Erith
3851,043302-09042017,2017-04-09 17:10:55+00:00,2017-04-09,17:10:55,17,Firefighting,BEXLEY,Erith
3852,044566-11042017,2017-04-11 17:25:00+00:00,2017-04-11,17:25:00,17,Firefighting,BEXLEY,Erith
3853,046133-14042017,2017-04-14 17:30:28+00:00,2017-04-14,17:30:28,17,Firefighting,BEXLEY,Erith
3854,049038-20042017,2017-04-20 12:17:51+00:00,2017-04-20,12:17:51,12,Firefighting,BEXLEY,Erith
3855,052186-26042017,2017-04-26 18:15:26+00:00,2017-04-26,18:15:26,18,Firefighting,BEXLEY,Erith
3856,053916-30042017,2017-04-30 11:14:10+00:00,2017-04-30,11:14:10,11,Firefighting,BEXLEY,Erith
3857,025044-28022017,2017-02-28 13:32:44+00:00,2017-02-28,13:32:44,13,Firefighting,BEXLEY,Plumstead
3858,030351-13032017,2017-03-13 09:22:31+00:00,2017-03-13,09:22:31,9,Firefighting,BEXLEY,Plumstead
3859,035226-24032017,2017-03-24 11:37:39+00:00,2017-03-24,11:37:39,11,Firefighting,BEXLEY,Eltham
3860,048959-20042017,2017-04-20 09:21:49+00:00,2017-04-20,09:21:49,9,Firefighting,BEXLEY,Plumstead
3861,009917-23012017,2017-01-23 21:50:39+00:00,2017-01-23,21:50:39,21,Firefighting,BEXLEY,Erith
3862,019840-16022017,2017-02-16 20:10:07+00:00,2017-02-16,20:10:07,20,Firefighting,BEXLEY,Erith
3863,035672-25032017,2017-03-25 12:04:51+00:00,2017-03-25,12:04:51,12,Firefighting,BEXLEY,Erith
3864,046713-15042017,2017-04-15 19:32:33+00:00,2017-04-15,19:32:33,19,Firefighting,BEXLEY,Erith
3865,047979-18042017,2017-04-18 16:26:57+00:00,2017-04-18,16:26:57,16,Firefighting,BEXLEY,Erith
3866,048068-18042017,2017-04-18 18:26:20+00:00,2017-04-18,18:26:20,18,Firefighting,BEXLEY,Erith
3867,048961-20042017,2017-04-20 09:31:19+00:00,2017-04-20,09:31:19,9,Firefighting,BEXLEY,Erith
3868,049299-20042017,2017-04-20 21:16:52+00:00,2017-04-20,21:16:52,21,Firefighting,BEXLEY,Plumstead
3869,049886-22042017,2017-04-22 07:01:29+00:00,2017-04-22,07:01:29,7,Firefighting,BEXLEY,Erith
3870,052695-27042017,2017-04-27 18:56:59+00:00,2017-04-27,18:56:59,18,Firefighting,BEXLEY,Erith
3871,051592-25042017,2017-04-25 15:03:37+00:00,2017-04-25,15:03:37,15,Firefighting,BEXLEY,Sidcup
3872,023272-24022017,2017-02-24 12:07:18+00:00,2017-02-24,12:07:18,12,Firefighting,BEXLEY,Erith
3873,029667-11032017,2017-03-11 18:37:00+00:00,2017-03-11,18:37:00,18,Firefighting,BEXLEY,Erith
3874,039298-01042017,2017-04-01 21:33:34+00:00,2017-04-01,21:33:34,21,Firefighting,BEXLEY,Erith
3875,045605-13042017,2017-04-13 16:05:51+00:00,2017-04-13,16:05:51,16,Firefighting,BEXLEY,Bexley
3876,038621-31032017,2017-03-31 15:29:51+00:00,2017-03-31,15:29:51,15,Firefighting,BEXLEY,Erith
3877,045788-13042017,2017-04-13 21:56:39+00:00,2017-04-13,21:56:39,21,Firefighting,BEXLEY,Bexley
3878,045844-14042017,2017-04-14 00:48:47+00:00,2017-04-14,00:48:47,0,Firefighting,BEXLEY,Plumstead
3879,009158-22012017,2017-01-22 09:46:50+00:00,2017-01-22,09:46:50,9,Firefighting,BEXLEY,Sidcup
3880,014583-04022017,2017-02-04 06:19:30+00:00,2017-02-04,06:19:30,6,Firefighting,BEXLEY,Sidcup
3881,007115-17012017,2017-01-17 19:58:18+00:00,2017-01-17,19:58:18,19,Firefighting,BEXLEY,Erith
3882,016516-08022017,2017-02-08 20:20:16+00:00,2017-02-08,20:20:16,20,Firefighting,BEXLEY,Erith
3883,019021-14022017,2017-02-14 19:49:59+00:00,2017-02-14,19:49:59,19,Firefighting,BEXLEY,Plumstead
3884,020838-19022017,2017-02-19 02:34:54+00:00,2017-02-19,02:34:54,2,Firefighting,BEXLEY,Erith
3885,029486-11032017,2017-03-11 10:40:19+00:00,2017-03-11,10:40:19,10,Firefighting,BEXLEY,Plumstead
3886,041012-05042017,2017-04-05 13:52:08+00:00,2017-04-05,13:52:08,13,Firefighting,BEXLEY,Plumstead
3887,044270-11042017,2017-04-11 02:30:28+00:00,2017-04-11,02:30:28,2,Firefighting,BEXLEY,Plumstead
3888,048014-18042017,2017-04-18 17:33:41+00:00,2017-04-18,17:33:41,17,Firefighting,BEXLEY,Plumstead
3889,053667-29042017,2017-04-29 21:52:14+00:00,2017-04-29,21:52:14,21,Firefighting,BEXLEY,Plumstead
3890,027446-06032017,2017-03-06 08:43:05+00:00,2017-03-06,08:43:05,8,Firefighting,BRENT,Wembley
3891,029666-11032017,2017-03-11 18:33:20+00:00,2017-03-11,18:33:20,18,Firefighting,BRENT,Wembley
3892,046194-14042017,2017-04-14 19:46:49+00:00,2017-04-14,19:46:49,19,Firefighting,BRENT,Wembley
3893,046231-14042017,2017-04-14 21:17:34+00:00,2017-04-14,21:17:34,21,Firefighting,BRENT,Wembley
3894,021283-20022017,2017-02-20 09:41:07+00:00,2017-02-20,09:41:07,9,Firefighting,BRENT,Stanmore
3895,047103-16042017,2017-04-16 17:39:44+00:00,2017-04-16,17:39:44,17,Firefighting,BRENT,Wembley
3896,002356-06012017,2017-01-06 00:19:00+00:00,2017-01-06,00:19:00,0,Firefighting,BRENT,West Hampstead
3897,045586-13042017,2017-04-13 15:05:32+00:00,2017-04-13,15:05:32,15,Firefighting,BRENT,Willesden
3898,045741-13042017,2017-04-13 20:12:54+00:00,2017-04-13,20:12:54,20,Firefighting,BRENT,Willesden
3899,053170-28042017,2017-04-28 19:51:51+00:00,2017-04-28,19:51:51,19,Firefighting,BRENT,Willesden
3900,034630-22032017,2017-03-22 22:43:44+00:00,2017-03-22,22:43:44,22,Firefighting,BRENT,Willesden
3901,045945-14042017,2017-04-14 09:39:45+00:00,2017-04-14,09:39:45,9,Firefighting,BRENT,Willesden
3902,048277-19042017,2017-04-19 04:45:09+00:00,2017-04-19,04:45:09,4,Firefighting,BRENT,Willesden
3903,001853-05012017,2017-01-05 02:27:08+00:00,2017-01-05,02:27:08,2,Firefighting,BRENT,Willesden
3904,020224-17022017,2017-02-17 18:19:08+00:00,2017-02-17,18:19:08,18,Firefighting,BRENT,Willesden
3905,039225-01042017,2017-04-01 18:42:55+00:00,2017-04-01,18:42:55,18,Firefighting,BRENT,Willesden
3906,008525-20012017,2017-01-20 23:47:04+00:00,2017-01-20,23:47:04,23,Firefighting,BRENT,Stanmore
3907,023357-24022017,2017-02-24 15:57:18+00:00,2017-02-24,15:57:18,15,Firefighting,BRENT,Stanmore
3908,023358-24022017,2017-02-24 15:58:31+00:00,2017-02-24,15:58:31,15,Firefighting,BRENT,Stanmore
3909,023805-25022017,2017-02-25 15:21:44+00:00,2017-02-25,15:21:44,15,Firefighting,BRENT,Stanmore
3910,027938-07032017,2017-03-07 14:12:28+00:00,2017-03-07,14:12:28,14,Firefighting,BRENT,Stanmore
3911,030234-12032017,2017-03-12 21:16:11+00:00,2017-03-12,21:16:11,21,Firefighting,BRENT,Stanmore
3912,038165-30032017,2017-03-30 18:00:27+00:00,2017-03-30,18:00:27,18,Firefighting,BRENT,Hendon
3913,040249-03042017,2017-04-03 19:49:24+00:00,2017-04-03,19:49:24,19,Firefighting,BRENT,Stanmore
3914,015834-07022017,2017-02-07 10:56:36+00:00,2017-02-07,10:56:36,10,Firefighting,BRENT,Park Royal
3915,028841-09032017,2017-03-09 18:19:09+00:00,2017-03-09,18:19:09,18,Firefighting,BRENT,Park Royal
3916,036414-26032017,2017-03-26 22:15:17+00:00,2017-03-26,22:15:17,22,Firefighting,BRENT,Willesden
3917,037236-28032017,2017-03-28 17:53:55+00:00,2017-03-28,17:53:55,17,Firefighting,BRENT,Park Royal
3918,046009-14042017,2017-04-14 12:12:28+00:00,2017-04-14,12:12:28,12,Firefighting,BRENT,Park Royal
3919,046783-15042017,2017-04-15 22:19:09+00:00,2017-04-15,22:19:09,22,Firefighting,BRENT,Park Royal
3920,048723-19042017,2017-04-19 20:32:17+00:00,2017-04-19,20:32:17,20,Firefighting,BRENT,Park Royal
3921,031309-15032017,2017-03-15 13:10:12+00:00,2017-03-15,13:10:12,13,Firefighting,BRENT,Willesden
3922,020476-18022017,2017-02-18 10:36:08+00:00,2017-02-18,10:36:08,10,Firefighting,BRENT,Stanmore
3923,025793-02032017,2017-03-02 12:07:46+00:00,2017-03-02,12:07:46,12,Firefighting,BRENT,North Kensington
3924,031874-16032017,2017-03-16 19:44:14+00:00,2017-03-16,19:44:14,19,Firefighting,BRENT,Paddington
3925,034257-21032017,2017-03-21 23:15:22+00:00,2017-03-21,23:15:22,23,Firefighting,BRENT,North Kensington
3926,036766-27032017,2017-03-27 19:34:39+00:00,2017-03-27,19:34:39,19,Firefighting,BRENT,Paddington
3927,041418-06042017,2017-04-06 13:13:46+00:00,2017-04-06,13:13:46,13,Firefighting,BRENT,West Hampstead
3928,046659-15042017,2017-04-15 18:04:30+00:00,2017-04-15,18:04:30,18,Firefighting,BRENT,Paddington
3929,052861-28042017,2017-04-28 01:55:47+00:00,2017-04-28,01:55:47,1,Firefighting,BRENT,Paddington
3930,019785-16022017,2017-02-16 18:27:13+00:00,2017-02-16,18:27:13,18,Firefighting,BRENT,West Hampstead
3931,041736-07042017,2017-04-07 00:49:35+00:00,2017-04-07,00:49:35,0,Firefighting,BRENT,West Hampstead
3932,049206-20042017,2017-04-20 18:13:56+00:00,2017-04-20,18:13:56,18,Firefighting,BRENT,Willesden
3933,051065-24042017,2017-04-24 13:20:09+00:00,2017-04-24,13:20:09,13,Firefighting,BRENT,West Hampstead
3934,011322-27012017,2017-01-27 03:18:05+00:00,2017-01-27,03:18:05,3,Firefighting,BRENT,Harrow
3935,019323-15022017,2017-02-15 14:49:50+00:00,2017-02-15,14:49:50,14,Firefighting,BRENT,Wembley
3936,037893-30032017,2017-03-30 06:46:26+00:00,2017-03-30,06:46:26,6,Firefighting,BRENT,Wembley
3937,045468-13042017,2017-04-13 11:06:20+00:00,2017-04-13,11:06:20,11,Firefighting,BRENT,Wembley
3938,053611-29042017,2017-04-29 19:50:25+00:00,2017-04-29,19:50:25,19,Firefighting,BRENT,Wembley
3939,053649-29042017,2017-04-29 21:19:13+00:00,2017-04-29,21:19:13,21,Firefighting,BRENT,Wembley
3940,014821-04022017,2017-02-04 19:46:31+00:00,2017-02-04,19:46:31,19,Firefighting,BRENT,Wembley
3941,031769-16032017,2017-03-16 16:07:36+00:00,2017-03-16,16:07:36,16,Firefighting,BRENT,Wembley
3942,046672-15042017,2017-04-15 18:34:30+00:00,2017-04-15,18:34:30,18,Firefighting,BRENT,Wembley
3943,018633-13022017,2017-02-13 19:40:12+00:00,2017-02-13,19:40:12,19,Firefighting,BRENT,North Kensington
3944,031465-15032017,2017-03-15 19:24:43+00:00,2017-03-15,19:24:43,19,Firefighting,BRENT,North Kensington
3945,043766-10042017,2017-04-10 09:54:59+00:00,2017-04-10,09:54:59,9,Firefighting,BRENT,North Kensington
3946,051795-25042017,2017-04-25 21:07:40+00:00,2017-04-25,21:07:40,21,Firefighting,BRENT,North Kensington
3947,009229-22012017,2017-01-22 13:09:40+00:00,2017-01-22,13:09:40,13,Firefighting,BRENT,Stanmore
3948,024914-28022017,2017-02-28 04:57:13+00:00,2017-02-28,04:57:13,4,Firefighting,BRENT,Stanmore
3949,030287-13032017,2017-03-13 04:59:48+00:00,2017-03-13,04:59:48,4,Firefighting,BRENT,Stanmore
3950,045330-12042017,2017-04-12 23:38:24+00:00,2017-04-12,23:38:24,23,Firefighting,BRENT,Stanmore
3951,008771-21012017,2017-01-21 15:04:30+00:00,2017-01-21,15:04:30,15,Firefighting,BRENT,Park Royal
3952,012224-29012017,2017-01-29 01:06:05+00:00,2017-01-29,01:06:05,1,Firefighting,BRENT,Park Royal
3953,031948-16032017,2017-03-16 23:02:50+00:00,2017-03-16,23:02:50,23,Firefighting,BRENT,Park Royal
3954,035651-25032017,2017-03-25 11:12:58+00:00,2017-03-25,11:12:58,11,Firefighting,BRENT,Park Royal
3955,039617-02042017,2017-04-02 15:23:05+00:00,2017-04-02,15:23:05,15,Firefighting,BRENT,Park Royal
3956,041979-07042017,2017-04-07 14:58:20+00:00,2017-04-07,14:58:20,14,Firefighting,BRENT,Park Royal
3957,044914-12042017,2017-04-12 09:59:39+00:00,2017-04-12,09:59:39,9,Firefighting,BRENT,Park Royal
3958,014212-03022017,2017-02-03 09:27:10+00:00,2017-02-03,09:27:10,9,Firefighting,BRENT,Wembley
3959,004240-10012017,2017-01-10 16:30:52+00:00,2017-01-10,16:30:52,16,Firefighting,BRENT,Wembley
3960,009422-22012017,2017-01-22 19:48:45+00:00,2017-01-22,19:48:45,19,Firefighting,BRENT,Wembley
3961,037253-28032017,2017-03-28 18:18:55+00:00,2017-03-28,18:18:55,18,Firefighting,BRENT,Wembley
3962,043841-10042017,2017-04-10 12:10:08+00:00,2017-04-10,12:10:08,12,Firefighting,BRENT,Hendon
3963,047044-16042017,2017-04-16 15:26:15+00:00,2017-04-16,15:26:15,15,Firefighting,BRENT,Willesden
3964,050665-23042017,2017-04-23 16:29:40+00:00,2017-04-23,16:29:40,16,Firefighting,BRENT,Stanmore
3965,001680-04012017,2017-01-04 17:49:28+00:00,2017-01-04,17:49:28,17,Firefighting,BRENT,Wembley
3966,030052-12032017,2017-03-12 14:54:36+00:00,2017-03-12,14:54:36,14,Firefighting,BRENT,Wembley
3967,035356-24032017,2017-03-24 17:04:43+00:00,2017-03-24,17:04:43,17,Firefighting,BRENT,Wembley
3968,040409-04042017,2017-04-04 03:48:57+00:00,2017-04-04,03:48:57,3,Firefighting,BRENT,Wembley
3969,042818-08042017,2017-04-08 20:43:30+00:00,2017-04-08,20:43:30,20,Firefighting,BRENT,Wembley
3970,046436-15042017,2017-04-15 11:44:49+00:00,2017-04-15,11:44:49,11,Firefighting,BRENT,Wembley
3971,054156-30042017,2017-04-30 18:09:15+00:00,2017-04-30,18:09:15,18,Firefighting,BRENT,Wembley
3972,011013-26012017,2017-01-26 13:48:29+00:00,2017-01-26,13:48:29,13,Firefighting,BRENT,Willesden
3973,035896-25032017,2017-03-25 18:44:16+00:00,2017-03-25,18:44:16,18,Firefighting,BRENT,Willesden
3974,047402-17042017,2017-04-17 12:03:26+00:00,2017-04-17,12:03:26,12,Firefighting,BRENT,Willesden
3975,020239-17022017,2017-02-17 18:35:24+00:00,2017-02-17,18:35:24,18,Firefighting,BROMLEY,Bromley
3976,023284-24022017,2017-02-24 12:31:28+00:00,2017-02-24,12:31:28,12,Firefighting,BROMLEY,Bromley
3977,045241-12042017,2017-04-12 20:18:51+00:00,2017-04-12,20:18:51,20,Firefighting,BROMLEY,Bromley
3978,036680-27032017,2017-03-27 16:36:45+00:00,2017-03-27,16:36:45,16,Firefighting,BROMLEY,Bromley
3979,043364-09042017,2017-04-09 18:28:00+00:00,2017-04-09,18:28:00,18,Firefighting,BROMLEY,Biggin Hill
3980,046514-15042017,2017-04-15 14:25:00+00:00,2017-04-15,14:25:00,14,Firefighting,BROMLEY,Bromley
3981,047149-16042017,2017-04-16 19:29:18+00:00,2017-04-16,19:29:18,19,Firefighting,BROMLEY,Bromley
3982,047524-17042017,2017-04-17 17:40:30+00:00,2017-04-17,17:40:30,17,Firefighting,BROMLEY,Bromley
3983,019677-16022017,2017-02-16 13:31:06+00:00,2017-02-16,13:31:06,13,Firefighting,BROMLEY,Bromley
3984,019793-16022017,2017-02-16 18:37:59+00:00,2017-02-16,18:37:59,18,Firefighting,BROMLEY,Bromley
